update,action_saturation,approx_kl,c_frac_env,clip_frac,entropy,explained_variance,grad_norm,l_env,policy_loss,returned_episode_returns,step_reward,total_loss,value_loss
612,0.0,0.0027610166,0.16797008,0.027603125,-4.0266504,0.6713586,35.427155,0.0,0.00064636837,169.66284,0.85140866,1.3003175,2.5993423
613,0.0,0.0030452572,0.16873835,0.03105521,-4.027249,0.67629147,36.671013,0.0,0.0006880411,170.27484,0.8445199,1.2922828,2.5831895
614,0.0,0.003163437,0.16784984,0.0334849,-4.027685,0.64254326,36.856617,0.0,0.00056103856,168.9102,0.8507482,1.3679237,2.7347252
615,0.0,0.0030617905,0.167755,0.030996354,-4.028463,0.65338194,37.917854,0.0,0.0006692291,170.14865,0.8497552,1.3262894,2.6512403
616,0.0,0.0032991343,0.16745155,0.034781773,-4.0292373,0.64554834,38.653343,0.0,0.0004947582,169.95403,0.8527399,1.354836,2.7086825
617,0.0,0.002924974,0.16798942,0.027841669,-4.030103,0.66342694,36.010284,0.0,0.0005593202,170.54251,0.8472931,1.2996924,2.5982661
618,0.0,0.0030515576,0.16829169,0.03108698,-4.0310087,0.6593473,38.26302,0.0,0.0006222055,169.45883,0.8475021,1.3104266,2.6196086
619,0.0,0.0031357917,0.16826141,0.033147395,-4.0315943,0.6706573,40.466026,0.0,0.00064728456,169.49892,0.8459915,1.2936646,2.5860348
620,0.0,0.003073869,0.16758288,0.030195834,-4.0317163,0.6575919,36.939964,0.0,0.0004428327,169.20486,0.8525711,1.3305824,2.660279
621,0.0,0.002442095,0.16758019,0.022658333,-4.0320196,0.67905384,28.561651,0.0,0.00040193924,170.51443,0.852772,1.2645781,2.5283523
622,0.0,0.0023668606,0.16839999,0.019787502,-4.0325375,0.6470883,25.610847,0.0,0.00028412376,170.547,0.8453712,1.3773024,2.7540364
623,0.0,0.0025070978,0.1674416,0.02345677,-4.0328526,0.65430564,31.238317,0.0,0.00042287083,169.07925,0.85038096,1.3374435,2.6740413
624,0.0,0.002906947,0.16804703,0.029402606,-4.03323,0.6745523,37.68874,0.0,0.000506061,170.0712,0.84541893,1.2812796,2.5615473
625,0.0,0.0018039389,0.1667778,0.012501041,-4.03356,0.66091305,21.774054,0.0,0.00011351735,169.09314,0.85477847,1.3217189,2.643211
626,0.0,0.001945883,0.16824265,0.013763541,-4.0338306,0.65794396,22.368584,0.0,0.000196138,170.94434,0.8434236,1.3330718,2.6657517
627,0.0,0.0018528219,0.16706717,0.012191147,-4.0339603,0.664345,23.578674,0.0,0.00012415509,168.69153,0.85024405,1.3271506,2.6540527
628,0.0,0.0016647864,0.16673814,0.008859896,-4.034091,0.6588891,22.203283,0.0,9.818635e-05,170.05214,0.853565,1.3100572,2.619918
629,0.0,0.0017420147,0.16673112,0.012121355,-4.034359,0.66041404,24.709631,0.0,0.00017872112,170.71185,0.85242546,1.3106254,2.6208935
630,0.0,0.0015490423,0.1674338,0.008249479,-4.0345497,0.6680337,20.632488,0.0,0.00015564417,170.48137,0.8487104,1.2971134,2.5939155
631,0.0,0.0016749889,0.16627,0.0086739585,-4.034804,0.6577866,21.34702,0.0,5.8386573e-05,169.75446,0.86109275,1.313377,2.6266372
632,0.0,0.0020043824,0.1675183,0.014809896,-4.035099,0.66167843,27.282064,0.0,0.00018538846,172.2074,0.84995615,1.328857,2.6573431
633,0.0,0.0013379273,0.16755462,0.0061093755,-4.0353603,0.66975516,17.489714,0.0,-8.1122445e-05,169.98982,0.84853935,1.2963245,2.592811
634,0.0,0.0011534439,0.16685753,0.0028395834,-4.035475,0.65322554,18.103424,0.0,5.157815e-05,169.71405,0.85472125,1.3465655,2.6930277
635,0.0,0.0016109099,0.16750418,0.0064765625,-4.0354776,0.6615126,19.415028,0.0,-0.00016858955,170.94319,0.85366607,1.3266586,2.6536546
636,0.0,0.0012612393,0.16725379,0.00406875,-4.0355325,0.6663684,17.28463,0.0,-0.000101285856,170.73317,0.8535986,1.3018587,2.6039197
637,0.0,0.0010192625,0.16743231,0.0015395833,-4.0355635,0.6465225,18.098152,0.0,-1.7709599e-05,170.71843,0.8523145,1.3468546,2.6937447
638,0.0,0.000796724,0.16749632,0.0013177083,-4.0356007,0.6538112,16.966274,0.0,-4.212805e-05,170.46259,0.85200053,1.3115925,2.623269
639,0.0,0.0010138194,0.16714205,0.0012265625,-4.03563,0.65558326,16.701534,0.0,-6.509155e-05,170.40085,0.8527548,1.3141651,2.6284604
