update,action_saturation,approx_kl,c_frac_env,clip_frac,entropy,explained_variance,grad_norm,l_env,policy_loss,returned_episode_returns,step_reward,total_loss,value_loss
0,0.32729375,0.008332817,0.50125664,0.08597813,1.3848227,0.008249044,0.5617416,0.0,-0.0133275315,-0.9676568,-0.96765685,29.616068,59.25879
1,0.29998332,0.0072654756,0.54572654,0.07106875,1.3186345,0.009721994,0.49978337,0.0,-0.011578396,-193.42754,-0.86382294,24.067612,48.158386
2,0.27873334,0.0056063803,0.5800267,0.05261354,1.252357,0.016129673,0.44409552,0.0,-0.00944186,-172.6731,-0.77234226,20.311752,40.642387
3,0.2603375,0.004581554,0.6015787,0.04171302,1.1858242,0.025856137,0.41209927,0.0,-0.007800889,-154.38243,-0.6863147,17.336601,34.688805
4,0.24693541,0.0038044015,0.6318163,0.033010937,1.1222596,0.045764327,0.40005133,0.0,-0.0062169065,-137.15697,-0.5803363,13.57076,27.153952
5,0.24395625,0.0032221002,0.663572,0.025840625,1.0658709,0.06980622,0.63673747,0.0,-0.0047705825,-115.94027,-0.45334128,10.271515,20.55257
6,0.25509793,0.002489629,0.7078469,0.017053645,1.0182357,0.0925771,1.2657039,0.0,-0.0032383623,-90.54029,-0.3253762,7.9509983,15.908474
7,0.25526875,0.0017384579,0.7276731,0.009545313,0.97711086,0.091041565,1.7165444,0.0,-0.0021513528,-65.058395,-0.30853087,8.874619,17.75354
8,0.25001043,0.0012496958,0.7314262,0.005808854,0.94146407,0.106547296,1.7967244,0.0,-0.0015839429,-61.672264,-0.2746207,8.463362,16.92989
9,0.24880417,0.0012851218,0.742796,0.007154688,0.90512633,0.12376088,1.577362,0.0,-0.0017860269,-54.89417,-0.24464682,7.283405,14.570381
10,0.25740835,0.0010181533,0.7578642,0.0050083334,0.8680092,0.14023024,1.4308757,0.0,-0.0012335626,-48.87003,-0.18531437,7.2866955,14.575857
11,0.25285208,0.002007299,0.759978,0.013351042,0.82573354,0.1552425,0.553104,0.0,-0.0015279377,-37.012295,-0.13473475,6.7441664,13.491388
12,0.22028126,0.0018950468,0.7430827,0.012226563,0.7783492,0.19090652,0.8186027,0.0,-0.0015294333,-26.962627,-0.15041563,5.894291,11.791641
13,0.19244376,0.002522947,0.72715616,0.01790625,0.7304065,0.22914612,0.8435187,0.0,-0.0018610512,-30.097012,-0.16430084,4.9987335,10.001188
14,0.1827625,0.002547992,0.71874595,0.019105729,0.67906284,0.25598133,0.49204206,0.0,-0.0017680886,-32.768105,-0.072235025,5.201218,10.405972
15,0.15146667,0.0026257194,0.69915754,0.020590626,0.62796175,0.29617012,0.5011558,0.0,-0.0018516306,-14.442335,-0.06756641,4.6267076,9.257118
16,0.1238,0.003920606,0.6860029,0.033566147,0.5766449,0.3416325,0.5424681,0.0,-0.0024942048,-13.545385,-0.09966838,3.8140693,7.633127
17,0.08571875,0.0051139393,0.6430343,0.047552608,0.5227659,0.4016518,0.541103,0.0,-0.003144714,-19.933575,-0.09956854,3.4499474,6.906184
18,0.062625,0.0049038837,0.6012158,0.04406823,0.4663957,0.468194,0.5273838,0.0,-0.0033652955,-19.853788,-0.03964718,3.1134918,6.233714
19,0.043614585,0.0035199933,0.55962694,0.028031249,0.42086017,0.5182898,1.8480229,0.0,-0.002902919,-7.8636293,0.02615886,2.7915645,5.5889354
20,0.03269167,0.0038442358,0.5394955,0.034178644,0.37793726,0.53140914,2.002217,0.0,-0.0034672308,5.2600875,0.054475334,2.507668,5.022271
21,0.024997916,0.0037144176,0.5310105,0.031594794,0.33780056,0.52480847,2.6996017,0.0,-0.0027924739,10.933273,0.09268285,2.5000806,5.005746
22,0.020445833,0.0026337565,0.5057465,0.020589061,0.29775205,0.540269,2.9547641,0.0,-0.0025923667,18.592068,0.14817928,2.6014762,5.2081366
23,0.0144437505,0.0022875322,0.4905205,0.015619792,0.25402376,0.54035974,3.446331,0.0,-0.0022828686,29.664604,0.17692907,2.3748214,4.7542086
24,0.010404167,0.003214029,0.47443482,0.024198437,0.21103624,0.5554664,3.1224902,0.0,-0.0029191507,35.378063,0.16917424,2.1044,4.214638
25,0.010629167,0.002980035,0.43841806,0.023510415,0.16026857,0.5846411,2.8980527,0.0,-0.0033331658,33.87417,0.20849407,2.0187979,4.044262
26,0.0093,0.003405671,0.41238332,0.030527083,0.10420968,0.60589534,3.1507235,0.0,-0.0039518527,41.7201,0.229785,1.7885455,3.5849948
27,0.0074125,0.0057484126,0.38497856,0.05280729,0.041566983,0.6748963,2.692179,0.0,-0.006485666,45.979248,0.25203314,1.3598582,2.7326875
28,0.0069875,0.0053470433,0.36741576,0.05113177,-0.022482708,0.67432135,3.1097522,0.0,-0.005098685,50.446243,0.29164776,1.4781313,2.96646
29,0.0075895833,0.0038311493,0.35323143,0.032727607,-0.07989693,0.6655806,3.391152,0.0,-0.0035157516,58.369003,0.33110255,1.6862886,3.3796086
30,0.005185417,0.0041798223,0.34537926,0.03846302,-0.13464549,0.6812356,3.6270828,0.0,-0.0042629233,66.2493,0.3598963,1.61043,3.2293859
31,0.00453125,0.003747458,0.33178654,0.034254685,-0.19137216,0.6729738,3.8658915,0.0,-0.0038048844,72.00221,0.3828564,1.6421273,3.2918646
32,0.0039083334,0.003848064,0.3240428,0.035783853,-0.24167153,0.67004013,4.0690155,0.0,-0.0031929752,76.5913,0.40287527,1.6831377,3.3726616
33,0.0041875,0.0031809616,0.30739102,0.027946353,-0.29174513,0.66948617,4.047969,0.0,-0.002464542,80.61736,0.44518507,1.8080971,3.6211233
34,0.00223125,0.004272451,0.31775984,0.042347394,-0.33449054,0.66707706,4.0797224,0.0,-0.0029434268,89.020035,0.42821193,1.6160321,3.2379508
35,0.0018875,0.0040902914,0.30779552,0.04005,-0.37600738,0.66496766,3.718033,0.0,-0.0025181733,85.67063,0.45645776,1.681222,3.36748
36,0.0017125,0.0035667866,0.30032587,0.034880206,-0.4156952,0.6569489,4.4491324,0.0,-0.0016578162,91.30089,0.4657893,1.6346662,3.2726479
37,0.0013395833,0.003479375,0.29254532,0.031979166,-0.4551347,0.6459405,4.0460043,0.0,-0.0017598344,93.18642,0.49435064,1.6883543,3.3802285
38,0.0011729167,0.0030518696,0.29092917,0.024553645,-0.49210882,0.64871895,4.3357053,0.0,-0.0017566319,98.883385,0.5076009,1.7182069,3.439927
39,0.00078125,0.0031888604,0.2856991,0.030683853,-0.53023666,0.6382391,3.7670038,0.0,-0.0013511734,101.5242,0.511615,1.6418359,3.286374
40,0.00090833334,0.0020318776,0.27466846,0.014748437,-0.5671871,0.6316397,4.933069,0.0,-0.0012386935,102.34874,0.53735155,1.6733419,3.3491611
41,0.0007458333,0.0019557644,0.26418594,0.014692709,-0.60535604,0.61776555,4.7540455,0.0,-0.0009955738,107.49674,0.5637738,1.671747,3.3454852
42,0.00047708335,0.0027607917,0.262163,0.023365626,-0.64334255,0.6070638,4.801737,0.0,-0.00085283397,112.75795,0.56695545,1.6201937,3.242093
43,0.00031041668,0.0028350146,0.26775718,0.022845313,-0.674206,0.6200062,4.9022474,0.0,-0.0010446047,113.383446,0.559312,1.5284319,3.0589528
44,0.00043958332,0.0024983573,0.2555776,0.021071356,-0.70694447,0.6142738,4.6571665,0.0,-0.0006174595,111.88969,0.58658224,1.5498703,3.1009755
45,0.00035416667,0.003195242,0.2470547,0.02956771,-0.74133945,0.60214245,4.875082,0.0,-0.00027050223,117.33144,0.6015809,1.5339563,3.0684536
46,0.00026666667,0.0022403253,0.24890625,0.017894272,-0.7723493,0.60204846,4.622164,0.0,-0.00045336902,120.31802,0.6034232,1.473468,2.9478426
47,0.00024583333,0.0022907378,0.24011217,0.018321875,-0.80391407,0.59194434,5.081986,0.0,-0.00029585604,120.70814,0.62692595,1.4984554,2.9975026
48,0.00019166667,0.0030799345,0.24013244,0.028258853,-0.8338554,0.59279734,4.916973,0.0,-4.851019e-06,125.382,0.62373596,1.4302363,2.8604825
49,0.00018958334,0.0027983994,0.23862486,0.025216147,-0.8631884,0.6006182,4.255186,0.0,-0.0001276609,124.75945,0.63599986,1.4261507,2.8525567
50,0.00013541667,0.0021221659,0.23637067,0.0155463535,-0.8946049,0.5854692,4.823145,0.0,-0.00038216345,127.20403,0.6400664,1.3565645,2.7138934
51,7.2916664e-05,0.0020410581,0.23949395,0.0133875,-0.9199965,0.5911013,4.68157,0.0,-0.00032163772,128.00156,0.62834585,1.2865719,2.573787
52,4.3750002e-05,0.0031083028,0.24120007,0.030405208,-0.9453199,0.59581274,4.6558266,0.0,-1.1223801e-05,125.67341,0.6325889,1.2493179,2.4986582
53,1.0416667e-05,0.003609442,0.25756136,0.035402603,-0.96921027,0.62103134,3.4533572,0.0,-0.00026193855,126.48108,0.5958808,1.151479,2.303482
54,1.2500001e-05,0.0036378708,0.25009844,0.03744792,-0.9917889,0.60649925,3.3552117,0.0,-6.4474298e-06,119.19213,0.61185586,1.1494105,2.2988338
55,1.0416667e-05,0.0037777098,0.24010587,0.038785942,-1.019795,0.6139908,2.8204455,0.0,-1.3428897e-05,122.39823,0.63891613,1.1544739,2.3089747
56,2.5000001e-05,0.0039965045,0.23607309,0.042319797,-1.0460527,0.6136713,3.0698705,0.0,0.00026470757,127.7892,0.6448863,1.1571076,2.313686
57,6.2500003e-06,0.0029401793,0.23483609,0.026597917,-1.0656775,0.6164045,3.0746803,0.0,-0.00014787214,128.98523,0.6528496,1.1425202,2.2853363
58,2.2916667e-05,0.003561562,0.2243088,0.035595834,-1.0941823,0.5952987,2.6063054,0.0,0.00022015578,130.59128,0.6742016,1.1358697,2.2712991
59,1.0416667e-05,0.0032279966,0.22172089,0.029302604,-1.123203,0.59722215,2.3668232,0.0,0.000112472364,134.85205,0.68592143,1.1569657,2.3137064
60,4.1666667e-06,0.002833097,0.22954512,0.025271874,-1.1456367,0.62740374,2.7847228,0.0,-9.636634e-05,137.17094,0.6725821,1.1193238,2.23884
61,0.0,0.0028165895,0.2265655,0.024557292,-1.167289,0.638988,2.0193162,0.0,-0.00022123498,134.51793,0.6740996,1.1033698,2.207182
62,2.0833334e-06,0.0023882445,0.2176268,0.02109896,-1.1865468,0.594324,2.2395077,0.0,0.00013431103,134.83228,0.6864587,1.1284114,2.2565541
63,6.2500003e-06,0.0031206962,0.21697955,0.029708855,-1.2095474,0.60269815,2.5386539,0.0,1.24932485e-05,137.29482,0.6895368,1.116287,2.2325487
64,0.0,0.0035537218,0.20374446,0.036632292,-1.2328792,0.5586057,2.8426251,0.0,0.0005464589,137.93083,0.71300334,1.1644838,2.3278747
65,0.0,0.003465273,0.20754515,0.035376564,-1.2544756,0.5800765,2.958109,0.0,0.00035627733,142.59354,0.705861,1.1058425,2.2109723
66,0.0,0.003369817,0.20967008,0.034379687,-1.2777133,0.58343065,3.1809835,0.0,0.00014637926,141.17342,0.70708084,1.0627092,2.1251256
67,0.0,0.0035751443,0.21190983,0.03569323,-1.2968433,0.59089124,3.156092,0.0,1.4588295e-08,141.40509,0.6959999,1.0818168,2.1636336
68,0.0,0.0036458035,0.20680457,0.03845781,-1.3151386,0.56270355,3.038947,0.0,0.00013278669,139.2128,0.7088098,1.0964289,2.1925924
69,0.0,0.0035083778,0.2026911,0.034747917,-1.3362427,0.57112795,2.6234226,0.0,0.00013098746,141.77507,0.7219315,1.0778413,2.1554205
70,0.0,0.0028685126,0.1996262,0.026186459,-1.3548489,0.58183086,2.9166284,0.0,-5.7202808e-05,144.3933,0.728931,1.0856496,2.1714137
71,0.0,0.002037135,0.1928579,0.014779167,-1.370292,0.57717,4.165919,0.0,-6.6947025e-05,145.80222,0.74494874,1.1383103,2.2767544
72,0.0,0.002903656,0.18904419,0.02788646,-1.3882678,0.5582569,5.3209076,0.0,0.00026762427,148.99536,0.75057334,1.1594589,2.3183823
73,0.0,0.0026143512,0.18743204,0.022624478,-1.4066548,0.53634965,3.8746235,0.0,0.00015678542,150.12172,0.7576222,1.15155,2.3027866
74,0.0,0.0024533628,0.17682056,0.019315105,-1.4193304,0.51348275,8.053619,0.0,0.0001642369,151.54286,0.776046,1.2825861,2.5648437
75,0.0,0.0021768636,0.17967045,0.0152994795,-1.4360583,0.5307096,5.94207,0.0,8.065758e-05,155.2025,0.7693536,1.2311398,2.4621181
76,0.0,0.0027871556,0.18056875,0.025872396,-1.4577403,0.5556048,3.8682384,0.0,0.00017606324,153.8782,0.77683854,1.1569438,2.3135352
77,0.0,0.0037257299,0.18190932,0.039946355,-1.4793026,0.5515214,4.6334205,0.0,0.0005563102,155.36281,0.77191734,1.1730826,2.3450527
78,0.0,0.003890385,0.18098956,0.04213854,-1.4970667,0.54465854,4.0858865,0.0,0.00075016025,154.3866,0.7750496,1.1687472,2.335994
79,0.0,0.0037879231,0.18095982,0.04167292,-1.5121522,0.57119966,4.6773653,0.0,0.00068028463,155.00839,0.7734966,1.1040761,2.2067916
80,0.0,0.0036762939,0.17750098,0.04088281,-1.5290122,0.5596608,5.36329,0.0,0.00061981496,154.70973,0.783922,1.1753191,2.3493986
81,0.0,0.004029164,0.178298,0.045118228,-1.5439653,0.56416214,6.3462067,0.0,0.00078562635,156.77786,0.7773879,1.1625011,2.323431
82,0.0,0.003927266,0.17627549,0.04438125,-1.5597215,0.554392,4.677449,0.0,0.0007016052,155.48924,0.7890523,1.1593125,2.3172216
83,0.0,0.0031835963,0.17582065,0.03136094,-1.5778503,0.5801122,4.4269686,0.0,0.00049750425,157.81548,0.7940533,1.1234457,2.2458963
84,0.0,0.0037360713,0.17530338,0.04021667,-1.5932422,0.59112644,6.7542257,0.0,0.0007521454,158.80893,0.7923464,1.1620064,2.3225083
85,0.0,0.0035798317,0.17401035,0.03773281,-1.6069887,0.59264594,5.642571,0.0,0.0004373037,158.46844,0.79149884,1.1918759,2.3828773
86,0.0,0.0025298311,0.16488042,0.021098958,-1.6197025,0.5003044,6.695562,0.0,7.166438e-05,158.3302,0.82193315,1.3468224,2.6935015
87,0.0,0.0043384023,0.1715898,0.050602604,-1.6341218,0.57992435,5.9388885,0.0,0.00097507203,164.36543,0.80073047,1.199539,2.3971279
88,0.0,0.004177891,0.16666923,0.048294794,-1.6502717,0.57501644,6.5035024,0.0,0.0007902272,160.16397,0.8185913,1.2268664,2.4521523
89,0.0,0.0035497318,0.1734835,0.036765628,-1.6657528,0.60341954,6.4881735,0.0,0.0005599052,163.7054,0.8057211,1.1550828,2.3090458
90,0.0,0.0045059174,0.17487729,0.052316666,-1.6792476,0.634289,6.5643396,0.0,0.0010327856,161.1366,0.798098,1.1473713,2.292677
91,0.0,0.0037575797,0.16757445,0.040636458,-1.6916465,0.6009784,7.1233287,0.0,0.0008582138,159.64394,0.8223995,1.2481024,2.4944882
92,0.0,0.003878437,0.16790925,0.043914065,-1.703877,0.6224511,7.4640465,0.0,0.0008936629,164.48401,0.82649016,1.2143271,2.426867
93,0.0,0.004284807,0.16943347,0.04930625,-1.718456,0.627353,6.9198227,0.0,0.001069152,165.2958,0.8242548,1.1953317,2.388525
94,0.0,0.0027698507,0.17457305,0.023746355,-1.7323687,0.64398915,8.404043,0.0,0.00021743492,164.8337,0.8069949,1.1336259,2.2668169
95,0.0,0.003103265,0.17850308,0.03064375,-1.7420318,0.6445481,8.335335,0.0,0.0005532625,161.38924,0.7972353,1.126807,2.2525077
96,0.0,0.006063422,0.1684512,0.073744275,-1.755172,0.6264218,11.000792,0.0,0.0018246064,159.47212,0.8222862,1.2400246,2.4764001
97,0.0,0.004956877,0.17311507,0.059795313,-1.768064,0.6579647,6.9658723,0.0,0.0013469284,164.4451,0.81014717,1.1557233,2.308753
98,0.0,0.0055876193,0.171835,0.06903073,-1.7819264,0.64351773,7.887892,0.0,0.0016061517,162.0366,0.81732017,1.2207917,2.438371
99,0.0,0.0035311354,0.17666243,0.038047396,-1.7896066,0.64220166,10.223505,0.0,0.00074640056,163.45683,0.8100938,1.1334281,2.2653635
100,0.0,0.0047970894,0.17366417,0.058055207,-1.8036559,0.663032,9.461957,0.0,0.0012756643,162.01874,0.81007355,1.1610063,2.3194613
101,0.0,0.0045056376,0.17433727,0.050639585,-1.8149484,0.6518153,7.6836176,0.0,0.0012353775,162.01404,0.8093961,1.2268474,2.451224
102,0.0,0.006323086,0.17733209,0.08094271,-1.8265285,0.6848546,9.981018,0.0,0.0018830987,161.88223,0.8124145,1.1117325,2.2196984
103,0.0,0.0037992047,0.17828327,0.041217707,-1.8409854,0.6903124,6.396847,0.0,0.00068245805,162.47212,0.8016369,1.1286167,2.2558684
104,0.0,0.004944249,0.1725989,0.05981823,-1.8519391,0.6748791,8.312382,0.0,0.0012886741,160.34857,0.8228134,1.1856611,2.3687449
105,0.0,0.0037039537,0.1698067,0.04019323,-1.8618293,0.6515618,9.917852,0.0,0.00064537465,164.5635,0.8236261,1.2588451,2.5163994
106,0.0,0.0065096235,0.17353992,0.07786094,-1.8745955,0.6659501,9.520588,0.0,0.0020064544,164.71677,0.815172,1.199527,2.3950412
107,0.0,0.0030804507,0.17669408,0.029251043,-1.8818101,0.66769475,8.818836,0.0,0.00039348536,163.03214,0.81290454,1.1685503,2.3363132
108,0.0,0.0027069391,0.18151622,0.024909897,-1.8875939,0.68424547,13.33337,0.0,0.00038171446,162.566,0.79799116,1.0926626,2.1845617
109,0.0,0.0069162124,0.17972209,0.08665886,-1.8976027,0.67985535,11.655395,0.0,0.0025539952,159.59464,0.7943835,1.1126027,2.2200973
110,0.0,0.005922081,0.17844152,0.073571354,-1.9104581,0.65144914,9.294597,0.0,0.0018692475,158.88623,0.80390716,1.1420381,2.2803378
111,0.0,0.007829759,0.17773299,0.084325,-1.9237969,0.6566602,10.448498,0.0,0.0029021194,160.78627,0.80875194,1.1594117,2.3130188
112,0.0,0.004454095,0.17374134,0.052414063,-1.9315872,0.67022705,11.2173195,0.0,0.0010438574,161.7594,0.81775284,1.2137142,2.4253407
113,0.0,0.003972008,0.17739558,0.045648433,-1.941956,0.7032256,7.4082427,0.0,0.0006706969,163.54846,0.815656,1.0677121,2.1340828
114,0.0,0.004160296,0.17693543,0.045342706,-1.9514697,0.6935737,9.932043,0.0,0.0009678893,163.13162,0.8160676,1.1664877,2.3310394
115,0.0,0.0034190011,0.17629862,0.03441979,-1.9651109,0.6962928,8.552635,0.0,0.00035846102,163.2128,0.81535125,1.0944196,2.1881223
116,0.0,0.0043340116,0.1783486,0.049754165,-1.9780686,0.6936033,9.566204,0.0,0.0010988583,163.0611,0.80620354,1.0940441,2.1858907
117,0.0,0.0060384828,0.17865275,0.064747915,-1.9897578,0.68474114,8.692907,0.0,0.0020468943,161.24046,0.80596787,1.1496537,2.2952137
118,0.0,0.0055409865,0.18052365,0.06664272,-1.9995077,0.6982801,9.851122,0.0,0.0016330851,161.18626,0.79867494,1.0781761,2.153086
119,0.0,0.0054597296,0.18222785,0.06507656,-2.0096483,0.70001936,9.832284,0.0,0.0017832312,159.73625,0.7999287,1.0806427,2.1577191
120,0.0,0.005153831,0.18428475,0.061381772,-2.0175123,0.7208541,11.404789,0.0,0.0014963262,159.98207,0.7962599,1.0327046,2.0624168
121,0.0,0.00483255,0.18127768,0.056939065,-2.0259216,0.7067032,8.422375,0.0,0.0014321883,159.25357,0.797844,1.0743506,2.1458366
122,0.0,0.0061172424,0.1843266,0.07786354,-2.0324903,0.7070304,11.612295,0.0,0.0018665507,159.56067,0.7897193,1.0651685,2.126604
123,0.0,0.0047668917,0.18042926,0.056026563,-2.0401993,0.72791153,9.164314,0.0,0.0013066714,157.95505,0.8009073,1.0430933,2.0835733
124,0.0,0.005260436,0.18461515,0.06309375,-2.0505664,0.7465058,8.768997,0.0,0.0015321476,160.17073,0.79017437,1.0282502,2.053436
125,0.0,0.00399738,0.17984527,0.045646876,-2.0589988,0.73038334,13.574137,0.0,0.0010563348,158.04967,0.80496913,1.1205661,2.2390194
126,0.0,0.0038687224,0.17299159,0.043057293,-2.0673404,0.6705191,13.904415,0.0,0.00086824934,161.02177,0.8329077,1.2751287,2.548521
127,0.0,0.004822054,0.17884207,0.057716668,-2.0771432,0.72680974,9.2014,0.0,0.0014075252,166.56502,0.8163926,1.1125317,2.2222483
128,0.0,0.004224772,0.18667288,0.047686458,-2.08284,0.76651156,17.269247,0.0,0.001155121,163.25537,0.7932453,0.94302475,1.8837392
129,0.0,0.0048148674,0.18498601,0.05578594,-2.091699,0.7772363,10.036558,0.0,0.0013248522,158.64941,0.79360026,0.95721114,1.9117726
130,0.0,0.0083136745,0.18025935,0.10328073,-2.1012657,0.730427,13.457972,0.0,0.0034121908,158.73703,0.81058204,1.102061,2.1972976
131,0.0,0.006191727,0.17621316,0.07924636,-2.1082635,0.7163209,14.606975,0.0,0.0020001275,162.12793,0.8220991,1.1754669,2.3469336
132,0.0,0.005908344,0.172942,0.07285209,-2.1172128,0.7137326,13.091827,0.0,0.0018209908,164.4326,0.8348961,1.1774846,2.3513274
133,0.0,0.0038518207,0.1703412,0.0427875,-2.124236,0.68601507,14.496852,0.0,0.00078476383,166.97943,0.83511204,1.2813134,2.561057
134,0.0,0.0067177406,0.1764809,0.08215781,-2.1364813,0.72778475,11.19614,0.0,0.002295934,167.01251,0.82523274,1.1245266,2.2444615
135,0.0,0.0062757954,0.17677057,0.07890469,-2.1428626,0.71546686,10.62701,0.0,0.0020105857,165.03725,0.8159349,1.15165,2.2992792
136,0.0,0.005317042,0.17362052,0.063795835,-2.1526952,0.70436823,12.444706,0.0,0.0016011555,163.1988,0.82777137,1.1793714,2.3555403
137,0.0,0.005917484,0.17713083,0.073601566,-2.1607604,0.73291343,11.243048,0.0,0.0018684643,165.54231,0.81582314,1.0866172,2.1694975
138,0.0,0.0036869994,0.1830123,0.040560417,-2.1674404,0.7565558,15.482107,0.0,0.0008015444,163.15933,0.8105277,1.0368352,2.0720673
139,0.0,0.005347782,0.18287693,0.067515105,-2.175612,0.7478677,13.57551,0.0,0.0017193897,162.10127,0.80625755,1.0564365,2.1094341
140,0.0,0.00805762,0.1794679,0.10176198,-2.1847248,0.73834753,13.362063,0.0,0.0030956785,161.2637,0.81842697,1.0789198,2.151648
141,0.0,0.0044499226,0.17987667,0.05138125,-2.1919556,0.75516,9.690442,0.0,0.0012497072,163.68187,0.8149299,1.0172615,2.0320234
142,0.0,0.007972024,0.17906809,0.10183333,-2.203612,0.71879244,14.69817,0.0,0.0030629653,162.98656,0.81550366,1.1267737,2.2474213
143,0.0,0.006636231,0.18074562,0.08079375,-2.2105331,0.75532615,14.451443,0.0,0.0024302881,163.09117,0.80591476,1.0190822,2.0333037
144,0.0,0.007997137,0.18090929,0.09888907,-2.2187977,0.7538828,14.295275,0.0,0.0033442653,161.1889,0.8118362,1.011842,2.016996
145,0.0,0.0063864235,0.1812642,0.080814585,-2.2260141,0.74175155,13.784045,0.0,0.0022172255,162.36395,0.8085455,1.0933702,2.1823058
146,0.0,0.0055858595,0.18201333,0.06600624,-2.2334352,0.7550088,12.097099,0.0,0.0017329097,161.71353,0.8129978,1.0254041,2.0473425
147,0.0,0.009430459,0.18360823,0.11611302,-2.242072,0.7843427,15.26115,0.0,0.0041225543,162.59975,0.8131807,0.98223245,1.9562199
148,0.0,0.004552428,0.19168276,0.055954166,-2.2493184,0.8519875,22.465038,0.0,0.0014393055,162.61284,0.7898885,0.8300903,1.6573021
149,0.0,0.003096471,0.19225496,0.03169219,-2.2571037,0.84011495,19.530334,0.0,0.0006372953,157.9804,0.7925681,0.83652174,1.671769
150,0.0,0.0052325046,0.19523345,0.065864064,-2.2639656,0.8558208,22.35448,0.0,0.0021125898,158.50374,0.7826905,0.83834743,1.6724696
151,0.0,0.004801022,0.19352378,0.056851562,-2.2727168,0.85878086,19.848137,0.0,0.0015930795,156.54538,0.78997713,0.7678476,1.5325091
152,0.0,0.004966189,0.19978863,0.0604875,-2.279402,0.8675444,19.374214,0.0,0.0017444628,157.97256,0.7671165,0.8927786,1.7820683
153,0.0,0.0070141717,0.1944253,0.08559063,-2.2863214,0.8834669,18.33388,0.0,0.00286248,153.44806,0.79187346,0.6107571,1.2157893
154,0.0,0.004290953,0.1936729,0.050405733,-2.293488,0.83447677,13.699957,0.0,0.0011267683,158.37187,0.78904337,0.8037764,1.6052992
155,0.0,0.008972068,0.19500934,0.11123854,-2.3023443,0.863836,19.005686,0.0,0.0039233174,157.80484,0.78520006,0.7100156,1.4121846
156,0.0,0.0063365255,0.19623286,0.0767,-2.3121953,0.8345737,13.233251,0.0,0.0021092123,157.03711,0.7823039,0.84661925,1.6890199
157,0.0,0.0066346824,0.19560671,0.0858375,-2.3206103,0.8880694,15.044052,0.0,0.0024272,156.46848,0.7899961,0.5854561,1.1660577
158,0.0,0.0047877915,0.20298524,0.05637292,-2.3302193,0.9005111,16.564299,0.0,0.0017649994,157.97784,0.7686171,0.7464843,1.4894385
159,0.0,0.007865244,0.19471143,0.09703594,-2.335071,0.83403426,15.793259,0.0,0.0031165138,153.73813,0.7833366,0.8126293,1.6190256
160,0.0,0.0065747844,0.19324894,0.0829974,-2.3427563,0.79406035,15.024921,0.0,0.0023677293,156.67369,0.7897206,0.9568316,1.9089278
161,0.0,0.006091144,0.2032975,0.07747917,-2.3474202,0.8878412,22.980211,0.0,0.0024738442,157.91634,0.7619453,0.7815892,1.5582306
162,0.0,0.005370291,0.20855278,0.06465885,-2.3500137,0.86729944,15.010059,0.0,0.0022651367,152.37776,0.7506543,1.2938743,2.583218
163,0.0,0.005438041,0.20290552,0.06605469,-2.3536983,0.89378655,18.790901,0.0,0.0017778352,150.14966,0.7694359,0.75273293,1.5019102
164,0.0,0.006605815,0.20794888,0.08242135,-2.3577046,0.87890285,17.654259,0.0,0.0029563818,153.87083,0.7531025,0.9877252,1.9695377
165,0.0,0.007402568,0.21406914,0.09300521,-2.3591723,0.85849684,18.975252,0.0,0.0041669384,150.60458,0.73719555,1.4517102,2.8950865
166,0.0,0.0051001664,0.21185964,0.060915105,-2.3641946,0.8824411,13.229116,0.0,0.0019225166,147.44827,0.74635684,1.0443654,2.0848856
167,0.0,0.012613382,0.20117046,0.14402604,-2.3711715,0.821975,20.435926,0.0,0.0060628923,149.30304,0.7780315,0.86408234,1.7160387
168,0.0,0.007683214,0.19821621,0.09867813,-2.3824582,0.79630077,16.662045,0.0,0.0028206478,155.6174,0.7891331,0.9694685,1.9332957
169,0.0,0.006007298,0.19509552,0.0760776,-2.3903298,0.7737422,17.412378,0.0,0.0019147481,157.8284,0.7909271,1.1064396,2.20905
170,0.0,0.004735048,0.19057022,0.056006774,-2.3986502,0.75604135,14.61968,0.0,0.0012801479,158.19743,0.80292785,1.2185265,2.4344928
171,0.0,0.0045148833,0.18951975,0.05371615,-2.4038763,0.73612857,14.772148,0.0,0.0012598995,160.5879,0.8052629,1.2820208,2.5615215
172,0.0,0.0055303015,0.18834175,0.068739064,-2.4076962,0.74930614,15.574768,0.0,0.0018430292,161.05684,0.80952597,1.2447472,2.4858081
173,0.0,0.0062431986,0.18838818,0.07891354,-2.415582,0.75265205,16.950394,0.0,0.00218431,161.9078,0.8121214,1.2268453,2.449322
174,0.0,0.0075757783,0.18530746,0.09515573,-2.4233189,0.7460251,16.615622,0.0,0.0028809095,162.43883,0.8266814,1.2208059,2.43585
175,0.0,0.003808862,0.18229778,0.04230625,-2.4317374,0.7212565,11.836863,0.0,0.0008497519,165.3426,0.8329863,1.3043647,2.60703
176,0.0,0.0045188274,0.18582778,0.05242344,-2.439671,0.7570908,11.245998,0.0,0.0012745846,166.58727,0.82299036,1.1759567,2.3493643
177,0.0,0.007343415,0.18442166,0.09114115,-2.4458017,0.7684432,16.077171,0.0,0.002894245,164.6047,0.8296405,1.0977539,2.1897192
178,0.0,0.0063399877,0.18683726,0.079452604,-2.456296,0.7870264,14.782913,0.0,0.0021435886,165.91356,0.815094,1.0704362,2.1365855
